hebrew_name,video_url,tracking_unit,position,intesity,english_name,english_description,hebrew_description
שכיבות-סמיכה אחיזה-צרה,https://www.youtube.com/watch?v=yVwOE1t284s,WEIGHT,supine,medium,Close-Grip push -ups,"The exercise 'Close-Grip push -ups' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'שכיבות-סמיכה אחיזה-צרה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פרפר כבלים איבר-בודד,,WEIGHT,,medium,Single-Arm Cable Fly,"The exercise 'Single-Arm Cable Fly' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פרפר כבלים איבר-בודד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרחקה אופקית בפולי תחתון,https://www.youtube.com/watch?v=S5r7QUH7rUk,WEIGHT,standing,medium,Low Pulley reverse fly,"The exercise 'Low Pulley reverse fly' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרחקה אופקית בפולי תחתון' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת מרפקים מוט חופשי,,WEIGHT,standing,medium,Barbell Bicep Curl,"The exercise 'Barbell Bicep Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת מרפקים מוט חופשי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
בטן-סטטי בשיפוע חיובי,https://www.youtube.com/watch?v=v4f2SwkNd4c,TIME,supine,low,Incline Static plank,"The exercise 'Incline Static plank' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'בטן-סטטי בשיפוע חיובי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפות בטן מטפס הרים,https://www.youtube.com/watch?v=d6QUwuymWMo,WEIGHT,supine,medium,Mountain Climber Ab Crunches,"The exercise 'Mountain Climber Ab Crunches' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפות בטן מטפס הרים' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת מרפקים בפולי תחתון,https://www.youtube.com/watch?v=iA-rGfHFthM,WEIGHT,standing,low,Low Cable bar Bicep Curl,"The exercise 'Low Cable bar Bicep Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת מרפקים בפולי תחתון' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרמת רגליים מזרן בשכיבה,https://www.youtube.com/watch?v=5B3oW6mr95Q,WEIGHT,supine,medium,Lying Leg Raise,"The exercise 'Lying Leg Raise' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרמת רגליים מזרן בשכיבה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
גלגלת בטן בתמיכת ברכיים,https://www.youtube.com/watch?v=uB0jMkOMbEI,WEIGHT,,medium,Ab whell Knee Support,"The exercise 'Ab whell Knee Support' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'גלגלת בטן בתמיכת ברכיים' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת-מרפקים בפולי עליון באחיזת סופינציה,https://www.youtube.com/watch?v=W6BKeABtD4A,WEIGHT,standing,medium,Supinated Grip Cable Tricep Extension,"The exercise 'Supinated Grip Cable Tricep Extension' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת-מרפקים בפולי עליון באחיזת סופינציה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת מרפקים בפולי תחתון חבל,https://www.youtube.com/watch?v=N8vnVCUKcQ8,WEIGHT,standing,medium,Low Pulley rope Cable Curl,"The exercise 'Low Pulley rope Cable Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת מרפקים בפולי תחתון חבל' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת-גקסון,https://www.youtube.com/watch?v=i53GqUM1d4A,WEIGHT,,medium,Bench dips,"The exercise 'Bench dips' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת-גקסון' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
בטן-סטטי בשיפוע שלילי,https://www.youtube.com/watch?v=KJ-qLqC5yUg,TIME,,medium,Decline Static plank,"The exercise 'Decline Static plank' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'בטן-סטטי בשיפוע שלילי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפות בטן בפולי עליון,https://www.youtube.com/watch?v=kzpl8RMzku8,WEIGHT,seating,medium,High Pulley Ab Crunches,"The exercise 'High Pulley Ab Crunches' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפות בטן בפולי עליון' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת מרפקים בקרוסאובר צד למכונה,https://www.youtube.com/watch?v=ItTLS8lDtsc,WEIGHT,standing,medium,Side to Crossover biceps Curl,"The exercise 'Side to Crossover biceps Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת מרפקים בקרוסאובר צד למכונה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
קיקבאק-לאחור בפולי תחתון,https://www.youtube.com/watch?v=hsLaz_KoIZQ,WEIGHT,,medium,Low Cable Tricep Kickback,"The exercise 'Low Cable Tricep Kickback' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'קיקבאק-לאחור בפולי תחתון' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת-מרפקים בפולי עליון ידיות איבר-בודד,https://www.youtube.com/watch?v=lbiY2ZmLqm4,WEIGHT,standing,medium,Single-Arm Cable Tricep Extension with Handles,"The exercise 'Single-Arm Cable Tricep Extension with Handles' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת-מרפקים בפולי עליון ידיות איבר-בודד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפות בטן אופניים,https://www.youtube.com/watch?v=-F_pbHg7lGY,WEIGHT,supine,medium,Bicycle Ab Crunches,"The exercise 'Bicycle Ab Crunches' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפות בטן אופניים' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת מרפקים משקולות יד,https://www.youtube.com/watch?v=ydmGdH93Azo,WEIGHT,standing,low,Dumbbell Bicep Curl,"The exercise 'Dumbbell Bicep Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת מרפקים משקולות יד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפות בטן,https://www.youtube.com/watch?v=gDVqyiGFc3g,WEIGHT,supine,low,Ab Crunches,"The exercise 'Ab Crunches' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפות בטן' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
